transaction_id,customer_id,customer_age,customer_gender,customer_city,product_category,product_subcategory,product_price,quantity,total_amount,discount_applied,payment_method,purchase_date,purchase_hour,purchase_day_of_week,purchase_month,shipping_cost,delivery_days,customer_satisfaction,return_flag,seasonal_multiplier,is_repeat_customer,purchase_month_name,purchase_weekday,time_period,discounted_price,margin,age_group,return_numeric
TXN000250,CUST000427,40,M,Oaxaca,Hogar,Decoración,323.69,2,647.38,0.0,Tarjeta,2024-11-23,12,Saturday,11,150,11,2.6,No,1.0,No,November,Saturday,Tarde,323.69,173.69,35-44,0
TXN000251,CUST000310,21,M,Villahermosa,Electrónicos,Tablets,3660.48,2,6706.0,8.4,PayPal,2024-05-05,15,Sunday,5,0,2,4.9,No,1.0,No,May,Sunday,Tarde,3352.9996800000004,3352.9996800000004,18-24,0
TXN000252,CUST000162,35,M,Saltillo,Libros,Infantiles,722.12,3,1568.44,27.6,PayPal,2024-07-31,12,Wednesday,7,0,8,4.2,No,1.0,No,July,Wednesday,Tarde,522.81488,522.81488,35-44,0
TXN000253,CUST000321,33,F,Mérida,Libros,No ficción,111.92,3,335.76,0.0,Transferencia,2024-06-25,9,Tuesday,6,135,11,3.0,Sí,1.0,No,June,Tuesday,Mañana,111.92,-23.08,25-34,1
TXN000254,CUST000248,34,M,Saltillo,Ropa,Pantalones,769.69,2,1286.92,16.4,Tarjeta,2024-03-08,12,Friday,3,0,7,4.0,No,1.2,No,March,Friday,Tarde,643.4608400000001,643.4608400000001,25-34,0
TXN000255,CUST000631,30,M,Cuernavaca,Ropa,Pantalones,355.45,2,710.9,0.0,Tarjeta,2024-05-07,12,Tuesday,5,143,14,3.5,No,1.1,No,May,Tuesday,Tarde,355.45,212.45,25-34,0
TXN000256,CUST000782,46,F,León,Libros,Técnicos,706.76,1,706.76,0.0,Tarjeta,2024-09-12,23,Thursday,9,109,10,3.8,Sí,1.3,No,September,Thursday,Noche,706.76,597.76,45-54,1
TXN000257,CUST000403,42,F,Veracruz,Libros,No ficción,389.81,3,837.31,28.4,Transferencia,2024-08-22,17,Thursday,8,115,3,5.0,Sí,1.2,No,August,Thursday,Tarde,279.10396,164.10395999999997,35-44,1
TXN000258,CUST000507,52,M,Oaxaca,Libros,Infantiles,173.63,3,478.7,8.1,PayPal,2024-11-30,22,Saturday,11,71,4,4.4,No,1.0,No,November,Saturday,Noche,159.56597,88.56597,45-54,0
TXN000259,CUST000271,29,F,Mexicali,Hogar,Limpieza,985.88,3,2348.37,20.6,Tarjeta,2024-07-25,19,Thursday,7,0,3,5.0,No,0.9,No,July,Thursday,Noche,782.78872,782.78872,25-34,0
TXN000260,CUST000200,47,M,Mexicali,Libros,Académicos,409.95,1,362.81,11.5,PayPal,2024-10-10,3,Thursday,10,134,10,3.6,No,1.1,No,October,Thursday,Madrugada,362.80575,228.80575,45-54,0
TXN000261,CUST000287,52,M,Oaxaca,Ropa,Accesorios,1071.75,2,1927.01,10.1,Tarjeta,2024-12-14,15,Saturday,12,0,4,2.9,No,1.1,Sí,December,Saturday,Tarde,963.50325,963.50325,45-54,0
TXN000262,CUST000348,32,M,Cancún,Deportes,Fútbol,1533.56,4,5410.4,11.8,PayPal,2024-07-06,9,Saturday,7,0,11,3.9,No,1.0,No,July,Saturday,Mañana,1352.5999199999999,1352.5999199999999,25-34,0
TXN000263,CUST000042,49,M,Guadalajara,Libros,No ficción,149.8,4,599.2,0.0,PayPal,2024-01-20,12,Saturday,1,50,4,5.0,No,0.9,No,January,Saturday,Tarde,149.8,99.80000000000001,45-54,0
TXN000264,CUST000153,30,M,Oaxaca,Deportes,Fútbol,638.26,3,1914.78,0.0,Tarjeta,2024-09-20,14,Friday,9,0,12,3.6,No,0.9,No,September,Friday,Tarde,638.26,638.26,25-34,0
TXN000265,CUST000403,18,M,Oaxaca,Electrónicos,Smartwatches,1450.32,6,8701.92,0.0,PayPal,2024-06-02,11,Sunday,6,0,6,5.0,No,1.0,Sí,June,Sunday,Mañana,1450.32,1450.32,18-24,0
TXN000266,CUST000577,49,M,San Luis Potosí,Electrónicos,Smartphones,3061.54,6,16918.07,7.9,Tarjeta,2024-08-31,11,Saturday,8,0,7,5.0,No,1.0,Sí,August,Saturday,Mañana,2819.67834,2819.67834,45-54,0
TXN000267,CUST000427,47,M,Chihuahua,Electrónicos,Smartphones,4109.47,1,4109.47,0.0,PayPal,2024-06-06,7,Thursday,6,0,4,4.6,No,1.0,Sí,June,Thursday,Mañana,4109.47,4109.47,45-54,0
TXN000268,CUST000795,18,F,Chihuahua,Libros,Técnicos,289.1,6,1734.6,0.0,PayPal,2024-10-25,16,Friday,10,0,11,3.8,No,1.1,Sí,October,Friday,Tarde,289.1,289.1,18-24,0
TXN000269,CUST000635,42,F,Aguascalientes,Hogar,Cocina,748.51,3,1708.85,23.9,Tarjeta,2024-03-16,13,Saturday,3,0,14,3.1,Sí,1.2,No,March,Saturday,Tarde,569.61611,569.61611,35-44,1
TXN000270,CUST000020,37,Other,Saltillo,Ropa,Zapatos,372.24,3,993.88,11.0,Tarjeta,2024-06-09,21,Sunday,6,122,11,2.7,No,0.8,No,June,Sunday,Noche,331.2936,209.29360000000003,35-44,0
TXN000271,CUST000483,54,M,Guadalajara,Deportes,Fútbol,930.3,4,3721.2,0.0,Tarjeta,2024-12-27,11,Friday,12,0,5,3.4,No,0.8,No,December,Friday,Mañana,930.3,930.3,45-54,0
TXN000272,CUST000679,21,F,Villahermosa,Electrónicos,Tablets,685.15,3,2055.45,0.0,Transferencia,2024-09-26,15,Thursday,9,0,3,4.4,No,1.1,No,September,Thursday,Tarde,685.15,685.15,18-24,0
TXN000273,CUST000546,18,M,Mérida,Electrónicos,Audífonos,2188.18,2,4376.36,0.0,PayPal,2024-10-06,13,Sunday,10,0,3,4.3,No,1.1,Sí,October,Sunday,Tarde,2188.18,2188.18,18-24,0
TXN000274,CUST000286,40,M,Cancún,Belleza,Maquillaje,152.9,3,458.7,0.0,PayPal,2024-06-01,21,Saturday,6,108,15,3.8,No,1.0,No,June,Saturday,Noche,152.9,44.900000000000006,35-44,0
TXN000275,CUST000213,51,F,Villahermosa,Electrónicos,Smartwatches,4174.66,3,12523.98,0.0,Efectivo,2024-06-11,15,Tuesday,6,0,8,4.1,No,1.0,No,June,Tuesday,Tarde,4174.66,4174.66,45-54,0
TXN000276,CUST000295,19,M,Puebla,Electrónicos,Tablets,3936.1,6,23616.6,0.0,PayPal,2024-10-20,22,Sunday,10,0,5,4.0,No,1.1,Sí,October,Sunday,Noche,3936.1,3936.1,18-24,0
TXN000277,CUST000792,18,F,Tijuana,Ropa,Vestidos,250.42,2,500.84,0.0,Tarjeta,2024-05-31,13,Friday,5,102,14,4.0,No,1.1,Sí,May,Friday,Tarde,250.42,148.42,18-24,0
TXN000278,CUST000207,28,M,Cancún,Electrónicos,Smartwatches,2395.21,2,4790.42,0.0,PayPal,2024-05-18,6,Saturday,5,0,3,4.3,Sí,1.0,No,May,Saturday,Mañana,2395.21,2395.21,25-34,1
TXN000279,CUST000759,47,F,Chihuahua,Belleza,Maquillaje,747.36,1,533.62,28.6,Tarjeta,2024-05-02,20,Thursday,5,137,6,4.6,No,1.2,No,May,Thursday,Noche,533.61504,396.61504,45-54,0
TXN000280,CUST000054,18,M,Puebla,Belleza,Fragancias,165.14,1,129.14,21.8,PayPal,2024-07-30,16,Tuesday,7,87,3,5.0,No,1.0,Sí,July,Tuesday,Tarde,129.13948,42.13947999999999,18-24,0
TXN000281,CUST000162,18,M,Cuernavaca,Electrónicos,Tablets,1446.34,2,2892.68,0.0,Tarjeta,2024-11-30,7,Saturday,11,0,3,4.7,No,1.4,Sí,November,Saturday,Mañana,1446.34,1446.34,18-24,0
TXN000282,CUST000295,42,F,Mérida,Hogar,Decoración,567.64,5,2838.2,0.0,Tarjeta,2024-05-26,12,Sunday,5,0,6,5.0,No,1.0,Sí,May,Sunday,Tarde,567.64,567.64,35-44,0
TXN000283,CUST000741,27,F,Guadalajara,Ropa,Zapatos,1367.87,2,2735.74,0.0,PayPal,2024-03-30,14,Saturday,3,0,2,5.0,No,1.2,No,March,Saturday,Tarde,1367.87,1367.87,25-34,0
TXN000284,CUST000038,36,M,Aguascalientes,Deportes,Fitness,1197.15,3,2812.11,21.7,Tarjeta,2024-09-14,13,Saturday,9,0,12,3.9,No,0.9,Sí,September,Saturday,Tarde,937.36845,937.36845,35-44,0
TXN000285,CUST000344,48,F,San Luis Potosí,Ropa,Accesorios,602.99,4,1328.99,44.9,Transferencia,2024-08-20,19,Tuesday,8,0,5,3.3,No,0.8,No,August,Tuesday,Noche,332.24748999999997,332.24748999999997,45-54,0
TXN000286,CUST000480,31,M,Querétaro,Ropa,Vestidos,1077.45,3,2343.45,27.5,Tarjeta,2024-04-08,21,Monday,4,0,10,5.0,No,1.3,Sí,April,Monday,Noche,781.15125,781.15125,25-34,0
TXN000287,CUST000736,24,F,León,Ropa,Vestidos,530.55,5,2652.75,0.0,Transferencia,2024-01-08,19,Monday,1,0,15,3.4,Sí,0.8,No,January,Monday,Noche,530.55,530.55,18-24,1
TXN000288,CUST000626,19,M,Aguascalientes,Electrónicos,Smartphones,1338.78,1,1203.56,10.1,PayPal,2024-08-06,9,Tuesday,8,0,2,5.0,No,1.0,Sí,August,Tuesday,Mañana,1203.56322,1203.56322,18-24,0
TXN000289,CUST000144,26,M,Villahermosa,Libros,No ficción,689.36,3,1673.08,19.1,PayPal,2024-06-14,17,Friday,6,0,9,3.9,No,1.0,No,June,Friday,Tarde,557.69224,557.69224,25-34,0
TXN000290,CUST000772,23,F,Querétaro,Electrónicos,Smartwatches,1520.6,3,3033.6,33.5,Tarjeta,2024-06-17,19,Monday,6,0,7,5.0,No,1.0,No,June,Monday,Noche,1011.199,1011.199,18-24,0
TXN000291,CUST000242,18,Other,Guadalajara,Hogar,Decoración,1818.9,2,3637.8,0.0,Transferencia,2024-12-07,17,Saturday,12,0,2,4.6,No,1.0,Sí,December,Saturday,Tarde,1818.9,1818.9,18-24,0
TXN000292,CUST000515,18,F,San Luis Potosí,Electrónicos,Smartphones,3408.54,4,13634.16,0.0,Transferencia,2024-12-19,19,Thursday,12,0,4,4.4,No,1.6,No,December,Thursday,Noche,3408.54,3408.54,18-24,0
TXN000293,CUST000227,30,F,Torreón,Ropa,Zapatos,234.88,7,1445.22,12.1,Efectivo,2024-03-09,17,Saturday,3,0,14,3.9,No,1.2,Sí,March,Saturday,Tarde,206.45952,206.45952,25-34,0
TXN000294,CUST000383,21,F,Cuernavaca,Hogar,Muebles,640.71,6,3844.26,0.0,Tarjeta,2024-12-25,21,Wednesday,12,0,15,4.5,No,1.0,Sí,December,Wednesday,Noche,640.71,640.71,18-24,0
TXN000295,CUST000681,47,F,Juárez,Ropa,Accesorios,329.43,2,658.86,0.0,PayPal,2024-05-06,20,Monday,5,80,11,4.0,No,1.1,No,May,Monday,Noche,329.43,249.43,45-54,0
TXN000296,CUST000721,42,F,Mexicali,Deportes,Natación,889.99,5,4102.85,7.8,Transferencia,2024-02-09,12,Friday,2,0,11,2.8,No,0.9,No,February,Friday,Tarde,820.57078,820.57078,35-44,0
TXN000297,CUST000208,47,M,Chihuahua,Ropa,Accesorios,518.82,4,1680.98,19.0,Tarjeta,2024-10-05,14,Saturday,10,0,13,4.7,No,1.2,No,October,Saturday,Tarde,420.2442000000001,420.2442000000001,45-54,0
TXN000298,CUST000598,35,F,Villahermosa,Electrónicos,Smartwatches,3049.38,3,5882.25,35.7,Tarjeta,2024-02-16,16,Friday,2,0,2,5.0,No,0.7,Sí,February,Friday,Tarde,1960.75134,1960.75134,35-44,0
TXN000299,CUST000526,18,F,Cuernavaca,Ropa,Accesorios,575.95,1,347.3,39.7,Tarjeta,2024-08-21,10,Wednesday,8,129,13,3.5,No,0.8,No,August,Wednesday,Mañana,347.29785000000004,218.29785000000004,18-24,0
TXN000300,CUST000741,26,M,Ciudad de México,Electrónicos,Laptops,4181.26,4,16725.04,0.0,Efectivo,2024-07-26,4,Friday,7,0,1,5.0,No,1.0,Sí,July,Friday,Madrugada,4181.26,4181.26,25-34,0
TXN000301,CUST000718,50,M,Monterrey,Hogar,Decoración,2067.84,6,12407.04,0.0,Efectivo,2024-10-04,14,Friday,10,0,1,4.4,No,1.0,No,October,Friday,Tarde,2067.84,2067.84,45-54,0
TXN000302,CUST000484,23,M,Guadalajara,Ropa,Pantalones,1245.49,2,2490.98,0.0,Tarjeta,2024-05-26,6,Sunday,5,0,4,5.0,No,1.1,No,May,Sunday,Mañana,1245.49,1245.49,18-24,0
TXN000303,CUST000392,18,M,Saltillo,Ropa,Zapatos,711.13,1,459.39,35.4,Tarjeta,2024-07-12,11,Friday,7,139,5,4.8,No,0.7,No,July,Friday,Mañana,459.38998000000004,320.38998000000004,18-24,0
TXN000304,CUST000357,30,F,Puebla,Electrónicos,Tablets,676.03,4,2704.12,0.0,Tarjeta,2024-04-01,20,Monday,4,0,7,4.4,No,0.9,No,April,Monday,Noche,676.03,676.03,25-34,0
TXN000305,CUST000004,53,F,Ciudad de México,Belleza,Fragancias,537.83,3,1613.49,0.0,Tarjeta,2024-06-01,17,Saturday,6,0,5,4.4,No,1.0,Sí,June,Saturday,Tarde,537.83,537.83,45-54,0
TXN000306,CUST000389,35,F,Torreón,Deportes,Fútbol,244.22,1,215.4,11.8,Efectivo,2024-05-06,22,Monday,5,84,3,3.3,No,1.2,No,May,Monday,Noche,215.40204,131.40204,35-44,0
TXN000307,CUST000430,30,M,Oaxaca,Ropa,Camisetas,191.16,4,764.64,0.0,Efectivo,2024-01-12,8,Friday,1,127,12,3.5,No,0.8,Sí,January,Friday,Mañana,191.16,64.16,25-34,0
TXN000308,CUST000050,49,M,Torreón,Hogar,Cocina,757.99,2,1515.98,0.0,Tarjeta,2024-01-23,9,Tuesday,1,0,15,3.7,No,1.1,No,January,Tuesday,Mañana,757.99,757.99,45-54,0
TXN000309,CUST000058,46,F,Tijuana,Libros,Académicos,918.66,1,669.7,27.1,PayPal,2024-09-14,11,Saturday,9,143,8,3.5,No,1.3,No,September,Saturday,Mañana,669.70314,526.70314,45-54,0
TXN000310,CUST000792,30,F,Mérida,Electrónicos,Audífonos,1929.36,1,1929.36,0.0,Tarjeta,2024-05-01,13,Wednesday,5,0,7,4.3,No,1.0,Sí,May,Wednesday,Tarde,1929.36,1929.36,25-34,0
TXN000311,CUST000424,40,M,San Luis Potosí,Belleza,Fragancias,710.62,2,1421.24,0.0,Tarjeta,2024-05-24,21,Friday,5,0,3,4.6,No,1.2,No,May,Friday,Noche,710.62,710.62,35-44,0
TXN000312,CUST000659,50,M,Aguascalientes,Belleza,Cabello,483.37,4,1933.48,0.0,Efectivo,2024-09-25,11,Wednesday,9,0,9,3.7,Sí,1.0,No,September,Wednesday,Mañana,483.37,483.37,45-54,1
TXN000313,CUST000386,28,M,León,Belleza,Fragancias,850.57,6,3822.46,25.1,PayPal,2024-10-02,20,Wednesday,10,0,6,2.7,No,1.0,Sí,October,Wednesday,Noche,637.0769300000001,637.0769300000001,25-34,0
TXN000314,CUST000725,33,F,Tijuana,Hogar,Muebles,1547.36,2,3094.72,0.0,PayPal,2024-08-25,19,Sunday,8,0,9,3.8,No,1.1,No,August,Sunday,Noche,1547.36,1547.36,25-34,0
TXN000315,CUST000138,24,F,Aguascalientes,Ropa,Vestidos,417.37,1,245.41,41.2,PayPal,2024-05-04,10,Saturday,5,80,10,1.9,No,1.1,No,May,Saturday,Mañana,245.41356,165.41356,18-24,0
TXN000316,CUST000095,37,M,Cancún,Deportes,Natación,1960.87,2,3921.74,0.0,Tarjeta,2024-04-13,21,Saturday,4,0,4,5.0,No,1.2,Sí,April,Saturday,Noche,1960.87,1960.87,35-44,0
TXN000317,CUST000780,47,F,Chihuahua,Hogar,Jardinería,689.87,3,2069.61,0.0,Transferencia,2024-12-09,8,Monday,12,0,8,3.8,No,1.0,No,December,Monday,Mañana,689.87,689.87,45-54,0
TXN000318,CUST000016,61,M,Juárez,Ropa,Camisetas,578.47,5,2892.35,0.0,Transferencia,2024-04-07,5,Sunday,4,0,15,3.8,No,1.3,No,April,Sunday,Madrugada,578.47,578.47,55+,0
TXN000319,CUST000249,30,F,Oaxaca,Hogar,Cocina,678.57,4,2714.28,0.0,PayPal,2024-12-26,17,Thursday,12,0,6,3.9,No,1.0,Sí,December,Thursday,Tarde,678.57,678.57,25-34,0
TXN000320,CUST000795,32,F,San Luis Potosí,Ropa,Zapatos,256.65,3,484.3,37.1,Efectivo,2024-07-13,21,Saturday,7,115,7,5.0,No,0.7,Sí,July,Saturday,Noche,161.43284999999997,46.43284999999997,25-34,0
TXN000321,CUST000526,18,F,Villahermosa,Electrónicos,Audífonos,2171.23,2,4342.46,0.0,PayPal,2024-08-31,22,Saturday,8,0,4,4.4,No,1.0,Sí,August,Saturday,Noche,2171.23,2171.23,18-24,0
TXN000322,CUST000047,18,F,Chihuahua,Ropa,Camisetas,310.49,2,452.07,27.2,Tarjeta,2024-04-23,7,Tuesday,4,144,12,4.1,No,1.3,No,April,Tuesday,Mañana,226.03672,82.03672,18-24,0
TXN000323,CUST000303,49,M,Tijuana,Hogar,Limpieza,1264.95,1,1264.95,0.0,Tarjeta,2024-04-10,12,Wednesday,4,0,12,3.3,No,1.0,No,April,Wednesday,Tarde,1264.95,1264.95,45-54,0
TXN000324,CUST000512,54,M,Cancún,Deportes,Basketball,454.87,1,377.09,17.1,PayPal,2024-12-01,21,Sunday,12,132,14,4.3,No,0.8,No,December,Sunday,Noche,377.08723,245.08722999999998,45-54,0
TXN000325,CUST000503,18,M,Saltillo,Libros,Académicos,773.71,2,1205.44,22.1,PayPal,2024-03-27,21,Wednesday,3,0,14,3.9,No,1.1,No,March,Wednesday,Noche,602.72009,602.72009,18-24,0
TXN000326,CUST000189,37,F,Cancún,Ropa,Accesorios,954.41,4,3149.55,17.5,Transferencia,2024-11-24,9,Sunday,11,0,4,3.8,No,1.0,No,November,Sunday,Mañana,787.38825,787.38825,35-44,0
TXN000327,CUST000685,18,F,Guadalajara,Electrónicos,Tablets,1729.74,3,3798.51,26.8,Tarjeta,2024-01-04,2,Thursday,1,0,2,5.0,No,0.8,Sí,January,Thursday,Madrugada,1266.16968,1266.16968,18-24,0
TXN000328,CUST000155,50,F,Ciudad de México,Electrónicos,Audífonos,3031.0,6,14803.4,18.6,PayPal,2024-04-21,18,Sunday,4,0,5,4.3,No,0.9,No,April,Sunday,Noche,2467.234,2467.234,45-54,0
TXN000329,CUST000676,42,M,Villahermosa,Hogar,Decoración,1950.65,3,4289.48,26.7,Efectivo,2024-01-13,9,Saturday,1,0,14,4.5,No,1.1,Sí,January,Saturday,Mañana,1429.82645,1429.82645,35-44,0
TXN000330,CUST000294,26,F,Ciudad de México,Ropa,Zapatos,842.09,2,1684.18,0.0,PayPal,2024-09-14,12,Saturday,9,0,2,4.1,No,1.1,Sí,September,Saturday,Tarde,842.09,842.09,25-34,0
TXN000331,CUST000099,36,F,Veracruz,Electrónicos,Audífonos,2368.42,1,1629.47,31.2,Tarjeta,2024-03-23,17,Saturday,3,0,5,4.3,Sí,0.9,Sí,March,Saturday,Tarde,1629.4729599999998,1629.4729599999998,35-44,1
TXN000332,CUST000416,36,M,Saltillo,Hogar,Cocina,1119.45,4,4477.8,0.0,Transferencia,2024-10-16,6,Wednesday,10,0,6,4.4,No,1.0,Sí,October,Wednesday,Mañana,1119.45,1119.45,35-44,0
TXN000333,CUST000083,25,F,Guadalajara,Ropa,Zapatos,362.78,3,685.65,37.0,Tarjeta,2024-02-17,11,Saturday,2,50,5,4.7,No,0.9,Sí,February,Saturday,Mañana,228.55139999999997,178.55139999999997,25-34,0
TXN000334,CUST000653,30,F,Ciudad de México,Hogar,Cocina,904.19,2,1314.69,27.3,PayPal,2024-12-25,13,Wednesday,12,0,4,4.0,No,1.0,No,December,Wednesday,Tarde,657.34613,657.34613,25-34,0
TXN000335,CUST000340,38,M,Chihuahua,Electrónicos,Smartphones,419.17,2,549.95,34.4,Transferencia,2024-02-18,1,Sunday,2,142,5,4.1,No,0.7,No,February,Sunday,Madrugada,274.97552,132.97552000000002,35-44,0
TXN000336,CUST000077,33,F,Querétaro,Hogar,Muebles,1956.2,4,7824.8,0.0,Tarjeta,2024-10-05,22,Saturday,10,0,5,4.9,No,1.0,No,October,Saturday,Noche,1956.2,1956.2,25-34,0
TXN000337,CUST000323,18,M,Ciudad de México,Ropa,Zapatos,328.57,2,657.14,0.0,Tarjeta,2024-04-16,11,Tuesday,4,50,3,5.0,No,1.3,No,April,Tuesday,Mañana,328.57,278.57,18-24,0
TXN000338,CUST000247,33,F,Chihuahua,Belleza,Cuidado personal,891.16,2,1579.14,11.4,PayPal,2024-07-18,13,Thursday,7,0,15,3.7,No,1.0,No,July,Thursday,Tarde,789.56776,789.56776,25-34,0
TXN000339,CUST000706,38,F,Monterrey,Ropa,Vestidos,1538.86,5,6155.44,20.0,Tarjeta,2024-09-13,19,Friday,9,0,4,3.2,No,1.1,No,September,Friday,Noche,1231.088,1231.088,35-44,0
TXN000340,CUST000078,18,M,Mérida,Deportes,Natación,488.3,2,976.6,0.0,Tarjeta,2024-11-05,10,Tuesday,11,111,3,4.1,No,0.9,Sí,November,Tuesday,Mañana,488.3,377.3,18-24,0
TXN000341,CUST000462,36,M,Villahermosa,Belleza,Cabello,570.94,3,1712.82,0.0,Tarjeta,2024-04-26,13,Friday,4,0,9,5.0,No,1.0,Sí,April,Friday,Tarde,570.94,570.94,35-44,0
TXN000342,CUST000697,30,Other,Chihuahua,Belleza,Fragancias,439.05,3,1008.94,23.4,Tarjeta,2024-12-04,5,Wednesday,12,0,12,4.1,No,1.2,No,December,Wednesday,Madrugada,336.3123,336.3123,25-34,0
TXN000343,CUST000253,18,M,Monterrey,Ropa,Pantalones,366.44,4,995.25,32.1,Tarjeta,2024-02-17,15,Saturday,2,50,3,4.1,No,0.9,No,February,Saturday,Tarde,248.81276000000003,198.81276000000003,18-24,0
TXN000344,CUST000094,29,F,Ciudad de México,Deportes,Running,1569.59,1,1117.55,28.8,Tarjeta,2024-06-06,6,Thursday,6,0,3,5.0,No,1.0,Sí,June,Thursday,Mañana,1117.5480799999998,1117.5480799999998,25-34,0
TXN000345,CUST000090,49,F,León,Electrónicos,Tablets,1581.24,4,6324.96,0.0,Tarjeta,2024-08-08,20,Thursday,8,0,6,3.1,No,1.0,No,August,Thursday,Noche,1581.24,1581.24,45-54,0
TXN000346,CUST000027,32,M,Monterrey,Hogar,Muebles,1804.03,1,1804.03,0.0,Tarjeta,2024-06-30,18,Sunday,6,0,3,4.6,No,0.9,Sí,June,Sunday,Noche,1804.03,1804.03,25-34,0
TXN000347,CUST000013,18,F,San Luis Potosí,Deportes,Fitness,745.19,4,2980.76,0.0,Tarjeta,2024-07-30,21,Tuesday,7,0,11,2.8,No,1.0,No,July,Tuesday,Noche,745.19,745.19,18-24,0
TXN000348,CUST000249,40,M,Chihuahua,Hogar,Cocina,1666.38,1,1486.41,10.8,Tarjeta,2024-09-28,13,Saturday,9,0,7,5.0,No,1.0,Sí,September,Saturday,Tarde,1486.4109600000002,1486.4109600000002,35-44,0
TXN000349,CUST000150,35,M,Monterrey,Ropa,Zapatos,404.61,4,1141.0,29.5,PayPal,2024-03-26,20,Tuesday,3,0,1,4.1,No,1.2,No,March,Tuesday,Noche,285.25005000000004,285.25005000000004,35-44,0
TXN000350,CUST000253,27,F,Villahermosa,Electrónicos,Smartwatches,2990.3,3,8011.01,10.7,Transferencia,2024-10-31,8,Thursday,10,0,2,5.0,No,1.1,Sí,October,Thursday,Mañana,2670.3379,2670.3379,25-34,0
TXN000351,CUST000007,18,M,Aguascalientes,Hogar,Muebles,1061.85,2,2123.7,0.0,PayPal,2024-06-19,10,Wednesday,6,0,8,5.0,No,0.9,Sí,June,Wednesday,Mañana,1061.85,1061.85,18-24,0
TXN000352,CUST000441,36,F,Oaxaca,Deportes,Natación,803.03,2,1606.06,0.0,Tarjeta,2024-03-10,21,Sunday,3,0,6,4.8,No,1.0,Sí,March,Sunday,Noche,803.03,803.03,35-44,0
TXN000353,CUST000182,47,F,Aguascalientes,Belleza,Cabello,198.15,6,1188.9,0.0,Transferencia,2024-06-12,12,Wednesday,6,0,13,4.3,No,1.0,Sí,June,Wednesday,Tarde,198.15,198.15,45-54,0
TXN000354,CUST000590,30,M,Torreón,Ropa,Zapatos,827.81,4,2288.07,30.9,Transferencia,2024-06-15,17,Saturday,6,0,15,5.0,No,0.8,Sí,June,Saturday,Tarde,572.01671,572.01671,25-34,0
TXN000355,CUST000117,24,M,Chihuahua,Deportes,Natación,1474.53,1,1474.53,0.0,Transferencia,2024-04-12,17,Friday,4,0,5,3.4,No,1.2,No,April,Friday,Tarde,1474.53,1474.53,18-24,0
TXN000356,CUST000564,29,F,Ciudad de México,Libros,No ficción,1089.2,2,1609.84,26.1,Tarjeta,2024-08-24,13,Saturday,8,0,3,3.9,No,1.2,No,August,Saturday,Tarde,804.9188,804.9188,25-34,0
TXN000357,CUST000071,24,F,Cuernavaca,Ropa,Vestidos,360.05,1,328.73,8.7,Transferencia,2024-12-10,15,Tuesday,12,89,14,3.7,No,1.1,Sí,December,Tuesday,Tarde,328.72565000000003,239.72565000000003,18-24,0
TXN000358,CUST000387,21,F,Monterrey,Electrónicos,Smartwatches,655.49,2,1310.98,0.0,Tarjeta,2024-08-17,8,Saturday,8,0,4,3.5,No,1.0,Sí,August,Saturday,Mañana,655.49,655.49,18-24,0
TXN000359,CUST000709,45,Other,Cuernavaca,Deportes,Fitness,764.69,3,2294.07,0.0,Transferencia,2024-10-05,19,Saturday,10,0,8,4.5,No,0.9,No,October,Saturday,Noche,764.69,764.69,45-54,0
TXN000360,CUST000550,45,M,Oaxaca,Belleza,Skincare,286.41,3,785.34,8.6,PayPal,2024-11-22,19,Friday,11,101,13,2.4,No,1.1,No,November,Friday,Noche,261.77874,160.77874000000003,45-54,0
TXN000361,CUST000171,20,M,Oaxaca,Deportes,Running,758.43,2,1516.86,0.0,PayPal,2024-01-23,12,Tuesday,1,0,8,4.7,No,1.3,No,January,Tuesday,Tarde,758.43,758.43,18-24,0
TXN000362,CUST000441,38,M,Puebla,Libros,Ficción,664.13,5,2902.25,12.6,Tarjeta,2024-01-06,7,Saturday,1,0,11,3.5,No,0.9,Sí,January,Saturday,Mañana,580.44962,580.44962,35-44,0
TXN000363,CUST000572,32,F,Chihuahua,Electrónicos,Smartwatches,1375.67,4,3813.36,30.7,PayPal,2024-12-18,17,Wednesday,12,0,4,3.9,No,1.6,No,December,Wednesday,Tarde,953.3393100000002,953.3393100000002,25-34,0
TXN000364,CUST000791,46,F,Chihuahua,Libros,Técnicos,665.95,3,1844.02,7.7,Efectivo,2024-12-19,19,Thursday,12,0,3,4.6,No,0.9,No,December,Thursday,Noche,614.6718500000001,614.6718500000001,45-54,0
TXN000365,CUST000303,53,M,Cuernavaca,Hogar,Limpieza,1529.94,3,4589.82,0.0,Efectivo,2024-02-16,10,Friday,2,0,10,2.6,No,0.9,Sí,February,Friday,Mañana,1529.94,1529.94,45-54,0
TXN000366,CUST000534,51,M,Villahermosa,Libros,Infantiles,614.71,4,2326.06,5.4,Tarjeta,2024-06-27,21,Thursday,6,0,14,4.0,No,1.0,No,June,Thursday,Noche,581.51566,581.51566,45-54,0
TXN000367,CUST000327,26,F,Monterrey,Belleza,Skincare,1136.41,2,2272.82,0.0,Tarjeta,2024-06-07,7,Friday,6,0,1,4.1,No,1.0,No,June,Friday,Mañana,1136.41,1136.41,25-34,0
