transaction_id,customer_id,customer_age,customer_gender,customer_city,product_category,product_subcategory,product_price,quantity,total_amount,discount_applied,payment_method,purchase_date,purchase_hour,purchase_day_of_week,purchase_month,shipping_cost,delivery_days,customer_satisfaction,return_flag,seasonal_multiplier,is_repeat_customer
TXN000159,CUST000601,18,M,Juárez,Electrónicos,Laptops,3046.38,7,21324.66,0.0,Transferencia,2024-04-29,7,Monday,4,0,6,5.0,Sí,0.9,No
TXN000160,CUST000149,48,F,Tijuana,Electrónicos,Audífonos,4673.46,5,23367.3,0.0,Tarjeta,2024-10-03,11,Thursday,10,0,2,4.6,No,1.1,No
TXN000161,CUST000027,27,M,Tijuana,Belleza,Maquillaje,106.77,4,427.08,0.0,Transferencia,2024-01-08,19,Monday,1,72,5,5.0,No,0.9,Sí
TXN000162,CUST000130,49,F,Cuernavaca,Deportes,Fitness,562.66,2,1125.32,0.0,Efectivo,2024-09-26,20,Thursday,9,0,10,4.1,No,0.9,Sí
TXN000163,CUST000371,18,M,Veracruz,Ropa,Camisetas,947.19,2,1229.45,35.1,PayPal,2024-10-30,21,Wednesday,10,0,6,4.6,No,1.2,No
TXN000164,CUST000045,31,M,Veracruz,Electrónicos,Smartphones,2717.53,4,7728.66,28.9,PayPal,2024-06-03,6,Monday,6,0,5,4.9,No,1.0,No
TXN000165,CUST000437,44,F,Puebla,Libros,Infantiles,323.62,2,513.26,20.7,Transferencia,2024-09-08,5,Sunday,9,80,8,4.0,No,1.3,Sí
TXN000166,CUST000068,27,M,Tijuana,Deportes,Natación,571.8,1,571.8,0.0,Tarjeta,2024-05-20,12,Monday,5,111,9,4.2,No,1.2,No
TXN000167,CUST000544,29,F,San Luis Potosí,Libros,Infantiles,144.7,3,335.99,22.6,Tarjeta,2024-08-20,0,Tuesday,8,84,13,4.5,No,1.2,Sí
TXN000168,CUST000788,46,Other,Cancún,Libros,Infantiles,710.18,1,710.18,0.0,Efectivo,2024-04-20,12,Saturday,4,99,9,5.0,No,1.0,No
TXN000169,CUST000465,18,M,Aguascalientes,Electrónicos,Smartphones,1798.43,3,4127.4,23.5,Tarjeta,2024-07-31,21,Wednesday,7,0,4,4.5,No,1.0,No
TXN000170,CUST000384,46,M,Tijuana,Electrónicos,Smartphones,5072.36,3,12188.88,19.9,Tarjeta,2024-12-17,5,Tuesday,12,0,2,5.0,No,1.6,No
TXN000171,CUST000099,18,F,Mexicali,Electrónicos,Smartwatches,1744.23,3,4850.7,7.3,Efectivo,2024-03-07,13,Thursday,3,0,6,4.3,No,0.9,No
TXN000172,CUST000687,59,M,Puebla,Libros,Infantiles,61.24,2,122.48,0.0,Tarjeta,2024-07-29,10,Monday,7,76,7,4.4,No,1.0,No
TXN000173,CUST000361,46,F,Puebla,Hogar,Cocina,647.4,1,647.4,0.0,Transferencia,2024-10-22,21,Tuesday,10,98,4,3.7,No,1.0,No
TXN000174,CUST000570,32,M,Mexicali,Ropa,Vestidos,318.02,1,189.22,40.5,Transferencia,2024-02-28,21,Wednesday,2,124,11,4.7,No,0.9,No
TXN000175,CUST000637,35,Other,Oaxaca,Electrónicos,Smartwatches,2421.08,2,3128.04,35.4,Tarjeta,2024-12-11,16,Wednesday,12,0,7,4.7,No,1.6,No
TXN000176,CUST000274,20,M,Ciudad de México,Libros,Académicos,117.45,1,93.02,20.8,Tarjeta,2024-04-06,13,Saturday,4,50,2,5.0,No,1.0,Sí
TXN000177,CUST000580,35,M,Aguascalientes,Hogar,Decoración,494.54,2,989.08,0.0,Tarjeta,2024-02-09,8,Friday,2,97,9,4.6,No,0.9,No
TXN000178,CUST000350,40,M,León,Belleza,Cabello,596.56,2,1193.12,0.0,Tarjeta,2024-07-08,15,Monday,7,0,12,3.7,No,1.0,No
TXN000179,CUST000054,36,M,Tijuana,Libros,Técnicos,913.88,2,1407.38,23.0,PayPal,2024-03-21,10,Thursday,3,0,4,4.5,No,1.1,No
TXN000180,CUST000678,23,F,Cuernavaca,Deportes,Natación,501.93,3,1505.79,0.0,Transferencia,2024-09-05,20,Thursday,9,0,7,4.5,No,0.9,No
TXN000181,CUST000525,33,M,Puebla,Hogar,Limpieza,555.3,1,555.3,0.0,Tarjeta,2024-06-25,19,Tuesday,6,145,10,2.8,No,0.9,No
TXN000182,CUST000316,52,F,Guadalajara,Belleza,Cuidado personal,471.87,3,1019.24,28.0,PayPal,2024-04-22,7,Monday,4,0,2,4.8,No,1.0,Sí
TXN000183,CUST000217,30,F,Tijuana,Hogar,Limpieza,1145.02,7,8015.14,0.0,Tarjeta,2024-05-10,13,Friday,5,0,3,5.0,No,1.0,Sí
TXN000184,CUST000441,19,M,León,Libros,Infantiles,453.46,5,2267.3,0.0,Tarjeta,2024-03-07,16,Thursday,3,0,6,4.5,No,1.1,No
TXN000185,CUST000685,36,M,Mexicali,Ropa,Camisetas,231.34,1,136.26,41.1,Tarjeta,2024-02-06,10,Tuesday,2,128,4,5.0,No,0.9,No
TXN000186,CUST000590,22,M,Cuernavaca,Deportes,Running,958.44,2,1479.83,22.8,Tarjeta,2024-10-20,20,Sunday,10,0,9,4.0,Sí,0.9,No
TXN000187,CUST000333,44,F,León,Belleza,Cabello,642.69,2,970.46,24.5,Efectivo,2024-11-12,15,Tuesday,11,83,6,4.3,No,1.1,No
TXN000188,CUST000411,18,F,Veracruz,Deportes,Running,474.48,7,3321.36,0.0,Tarjeta,2024-02-10,20,Saturday,2,0,14,4.2,No,0.9,Sí
TXN000189,CUST000342,28,M,León,Ropa,Accesorios,901.81,3,1772.06,34.5,PayPal,2024-02-09,18,Friday,2,0,11,4.3,No,0.9,Sí
TXN000190,CUST000795,34,M,Mexicali,Deportes,Fútbol,158.79,3,386.81,18.8,Tarjeta,2024-06-28,12,Friday,6,88,7,4.8,No,1.0,No
TXN000191,CUST000617,21,F,Tijuana,Deportes,Running,790.97,1,790.97,0.0,Tarjeta,2024-12-07,17,Saturday,12,144,10,2.7,No,0.8,No
TXN000192,CUST000579,18,M,Oaxaca,Ropa,Vestidos,327.49,2,451.94,31.0,Tarjeta,2024-06-14,11,Friday,6,78,10,4.0,No,0.8,No
TXN000193,CUST000311,41,F,Querétaro,Libros,Académicos,137.73,2,275.46,0.0,Tarjeta,2024-11-01,22,Friday,11,74,3,4.6,No,1.0,No
TXN000194,CUST000294,19,Other,Monterrey,Electrónicos,Smartphones,3305.52,2,6611.04,0.0,Tarjeta,2024-11-26,13,Tuesday,11,0,5,4.3,No,1.4,No
TXN000195,CUST000595,46,Other,Cancún,Deportes,Natación,740.21,3,2220.63,0.0,Efectivo,2024-01-22,1,Monday,1,0,8,3.3,No,1.3,No
TXN000196,CUST000514,44,F,Tijuana,Deportes,Running,1245.4,3,2723.69,27.1,PayPal,2024-02-01,9,Thursday,2,0,8,3.7,No,0.9,No
TXN000197,CUST000087,47,M,Veracruz,Electrónicos,Tablets,3290.82,2,6581.64,0.0,Tarjeta,2024-11-29,22,Friday,11,0,6,5.0,No,1.4,No
TXN000198,CUST000163,34,M,Mexicali,Deportes,Running,653.43,4,2015.18,22.9,Tarjeta,2024-07-09,7,Tuesday,7,0,8,4.4,No,1.0,No
TXN000199,CUST000054,39,M,Mérida,Electrónicos,Audífonos,911.78,3,1633.0,40.3,Transferencia,2024-02-03,20,Saturday,2,0,7,5.0,No,0.7,Sí
TXN000200,CUST000259,18,F,Oaxaca,Deportes,Natación,500.61,3,1501.83,0.0,PayPal,2024-03-17,21,Sunday,3,0,8,4.3,No,1.0,No
TXN000201,CUST000672,32,F,Aguascalientes,Electrónicos,Smartwatches,2905.49,3,8716.47,0.0,Tarjeta,2024-03-07,2,Thursday,3,0,2,5.0,No,0.9,No
TXN000202,CUST000386,26,F,Mérida,Belleza,Cuidado personal,243.17,2,439.65,9.6,Transferencia,2024-03-06,17,Wednesday,3,124,11,3.4,No,1.1,No
TXN000203,CUST000372,41,M,San Luis Potosí,Ropa,Vestidos,542.7,7,3798.9,0.0,PayPal,2024-04-02,12,Tuesday,4,0,10,4.3,No,1.3,Sí
TXN000204,CUST000141,32,F,Tijuana,Hogar,Limpieza,1310.53,3,3931.59,0.0,Tarjeta,2024-02-09,17,Friday,2,0,4,3.6,No,0.9,No
TXN000205,CUST000553,22,M,Veracruz,Electrónicos,Audífonos,343.7,1,343.7,0.0,Transferencia,2024-01-20,8,Saturday,1,149,3,5.0,No,0.8,Sí
TXN000206,CUST000158,26,M,León,Electrónicos,Smartwatches,2345.05,3,7035.15,0.0,PayPal,2024-04-02,14,Tuesday,4,0,3,3.8,No,0.9,No
TXN000207,CUST000045,51,F,Cuernavaca,Libros,No ficción,482.84,1,482.84,0.0,Tarjeta,2024-07-05,15,Friday,7,148,7,2.8,No,1.0,Sí
TXN000208,CUST000460,24,F,Torreón,Electrónicos,Laptops,2024.32,2,4048.64,0.0,PayPal,2024-10-05,13,Saturday,10,0,6,3.9,No,1.1,No
TXN000209,CUST000473,52,M,San Luis Potosí,Electrónicos,Tablets,3497.24,3,10491.72,0.0,Transferencia,2024-07-14,9,Sunday,7,0,8,5.0,No,1.0,Sí
TXN000210,CUST000620,33,M,Tijuana,Ropa,Camisetas,1288.32,3,3864.96,0.0,Tarjeta,2024-05-08,16,Wednesday,5,0,8,4.9,No,1.1,No
TXN000211,CUST000106,49,M,Veracruz,Belleza,Cabello,152.66,3,457.98,0.0,Transferencia,2024-03-08,16,Friday,3,135,5,3.9,No,1.1,No
TXN000212,CUST000094,32,M,Torreón,Libros,Ficción,542.94,4,1698.32,21.8,Transferencia,2024-08-18,16,Sunday,8,0,9,5.0,No,1.2,Sí
TXN000213,CUST000242,29,F,Aguascalientes,Deportes,Fitness,827.22,2,1376.49,16.8,Tarjeta,2024-02-11,18,Sunday,2,0,4,4.2,No,0.9,No
TXN000214,CUST000666,27,M,Mérida,Electrónicos,Laptops,1901.47,6,7849.27,31.2,Transferencia,2024-03-15,10,Friday,3,0,8,4.0,No,0.9,Sí
TXN000215,CUST000143,18,M,Villahermosa,Electrónicos,Smartwatches,3001.37,3,8094.69,10.1,PayPal,2024-08-17,18,Saturday,8,0,2,5.0,Sí,1.0,No
TXN000216,CUST000221,29,M,Tijuana,Electrónicos,Smartwatches,4646.55,8,37172.4,0.0,Tarjeta,2024-10-07,15,Monday,10,0,2,4.7,No,1.1,No
TXN000217,CUST000244,48,F,San Luis Potosí,Libros,Técnicos,163.77,4,655.08,0.0,Tarjeta,2024-03-09,16,Saturday,3,84,10,2.8,No,1.1,No
TXN000218,CUST000017,51,M,Veracruz,Libros,Académicos,476.61,5,2383.05,0.0,PayPal,2024-10-25,10,Friday,10,0,12,3.8,No,1.1,No
TXN000219,CUST000585,39,M,Cuernavaca,Belleza,Skincare,134.88,4,539.52,0.0,Tarjeta,2024-04-05,21,Friday,4,116,4,2.7,No,1.0,No
TXN000220,CUST000558,58,F,Veracruz,Deportes,Running,743.17,4,2972.68,0.0,Transferencia,2024-09-16,2,Monday,9,0,3,4.7,No,0.9,No
TXN000221,CUST000383,53,F,Querétaro,Libros,Ficción,156.34,4,538.43,13.9,Tarjeta,2024-01-09,5,Tuesday,1,150,4,4.8,No,0.9,No
TXN000222,CUST000753,25,F,Mérida,Libros,Ficción,713.76,5,2590.95,27.4,Efectivo,2024-03-09,16,Saturday,3,0,8,4.4,No,1.1,No
TXN000223,CUST000180,49,M,Saltillo,Hogar,Cocina,1554.64,2,3109.28,0.0,Tarjeta,2024-12-22,9,Sunday,12,0,4,4.1,No,1.0,No
TXN000224,CUST000469,18,M,Guadalajara,Electrónicos,Laptops,1210.8,3,3083.91,15.1,Tarjeta,2024-05-30,8,Thursday,5,0,2,4.8,No,1.0,No
TXN000225,CUST000324,51,M,San Luis Potosí,Ropa,Zapatos,346.44,3,1039.32,0.0,Tarjeta,2024-09-20,20,Friday,9,0,11,2.8,No,1.1,Sí
TXN000226,CUST000038,37,M,Juárez,Deportes,Fitness,818.41,1,818.41,0.0,PayPal,2024-05-26,12,Sunday,5,112,7,5.0,No,1.2,No
TXN000227,CUST000377,41,F,Cuernavaca,Libros,Infantiles,732.21,2,1212.54,17.2,PayPal,2024-07-23,19,Tuesday,7,0,5,5.0,No,1.0,No
TXN000228,CUST000510,49,M,Mexicali,Libros,Infantiles,175.16,3,423.01,19.5,PayPal,2024-09-27,13,Friday,9,147,5,4.5,No,1.3,No
TXN000229,CUST000329,38,M,Puebla,Deportes,Basketball,421.24,6,2527.44,0.0,Tarjeta,2024-02-10,8,Saturday,2,0,7,3.3,No,0.9,Sí
TXN000230,CUST000735,28,M,Cuernavaca,Hogar,Limpieza,454.57,3,1363.71,0.0,Transferencia,2024-03-26,0,Tuesday,3,0,14,4.2,No,1.2,No
TXN000231,CUST000362,41,F,Oaxaca,Ropa,Vestidos,341.83,2,295.34,56.8,PayPal,2024-08-10,13,Saturday,8,77,4,5.0,No,0.8,No
TXN000232,CUST000416,27,F,Mexicali,Ropa,Pantalones,1229.05,1,1229.05,0.0,Tarjeta,2024-09-19,9,Thursday,9,0,5,4.5,No,1.1,No
TXN000233,CUST000695,63,F,Saltillo,Hogar,Cocina,145.88,2,244.49,16.2,Tarjeta,2024-01-18,10,Thursday,1,116,8,4.7,No,1.1,No
TXN000234,CUST000581,28,F,Guadalajara,Ropa,Vestidos,628.91,3,1381.09,26.8,PayPal,2024-11-09,21,Saturday,11,0,1,5.0,No,1.0,Sí
TXN000235,CUST000543,36,F,Mexicali,Electrónicos,Audífonos,1715.51,3,3257.75,36.7,Transferencia,2024-07-22,21,Monday,7,0,2,5.0,Sí,1.0,No
TXN000236,CUST000191,24,M,Villahermosa,Belleza,Cuidado personal,354.74,2,595.25,16.1,Tarjeta,2024-09-22,10,Sunday,9,103,14,4.4,No,1.0,No
TXN000237,CUST000627,29,F,San Luis Potosí,Electrónicos,Tablets,1286.79,2,1968.79,23.5,Transferencia,2024-12-21,17,Saturday,12,0,3,4.4,No,1.6,Sí
TXN000238,CUST000463,40,F,León,Libros,Ficción,491.19,5,2455.95,0.0,Tarjeta,2024-12-31,17,Tuesday,12,0,8,5.0,No,0.9,No
TXN000239,CUST000727,28,M,Monterrey,Ropa,Vestidos,395.01,3,1185.03,0.0,Tarjeta,2024-10-08,8,Tuesday,10,0,2,4.4,No,1.2,No
TXN000240,CUST000521,45,M,Torreón,Libros,No ficción,541.73,2,1026.04,5.3,Transferencia,2024-03-03,20,Sunday,3,0,10,3.5,Sí,1.1,No
TXN000241,CUST000568,37,M,Chihuahua,Electrónicos,Smartwatches,4127.81,3,10773.58,13.0,Tarjeta,2024-07-07,15,Sunday,7,0,2,4.1,Sí,1.0,No
TXN000242,CUST000408,34,M,Villahermosa,Electrónicos,Tablets,661.73,5,3308.65,0.0,Tarjeta,2024-09-26,11,Thursday,9,0,8,4.5,No,1.1,No
TXN000243,CUST000129,27,M,Mérida,Electrónicos,Smartwatches,2899.79,4,11599.16,0.0,Tarjeta,2024-11-30,21,Saturday,11,0,8,5.0,No,1.4,Sí
TXN000244,CUST000656,37,F,Chihuahua,Electrónicos,Laptops,2067.1,2,4134.2,0.0,Tarjeta,2024-04-03,12,Wednesday,4,0,8,4.5,Sí,0.9,No
TXN000245,CUST000128,42,F,Veracruz,Electrónicos,Laptops,1558.39,2,3116.78,0.0,Tarjeta,2024-03-19,7,Tuesday,3,0,7,4.3,No,0.9,No
TXN000246,CUST000532,55,F,San Luis Potosí,Electrónicos,Audífonos,1571.93,3,4003.71,15.1,Transferencia,2024-02-10,14,Saturday,2,0,6,3.9,No,0.7,No
TXN000247,CUST000641,37,F,San Luis Potosí,Ropa,Accesorios,737.62,2,1475.24,0.0,Transferencia,2024-11-10,14,Sunday,11,0,12,4.1,No,1.0,Sí
TXN000248,CUST000158,18,F,León,Electrónicos,Smartwatches,5777.41,1,5777.41,0.0,Tarjeta,2024-12-03,10,Tuesday,12,0,6,3.6,Sí,1.6,Sí
TXN000249,CUST000030,53,M,Monterrey,Libros,Técnicos,258.96,1,206.91,20.1,PayPal,2024-01-24,17,Wednesday,1,50,2,4.5,No,0.9,No
TXN000250,CUST000427,40,M,Oaxaca,Hogar,Decoración,323.69,2,647.38,0.0,Tarjeta,2024-11-23,12,Saturday,11,150,11,2.6,No,1.0,No
TXN000251,CUST000310,21,M,Villahermosa,Electrónicos,Tablets,3660.48,2,6706.0,8.4,PayPal,2024-05-05,15,Sunday,5,0,2,4.9,No,1.0,No
TXN000252,CUST000162,35,M,Saltillo,Libros,Infantiles,722.12,3,1568.44,27.6,PayPal,2024-07-31,12,Wednesday,7,0,8,4.2,No,1.0,No
TXN000253,CUST000321,33,F,Mérida,Libros,No ficción,111.92,3,335.76,0.0,Transferencia,2024-06-25,9,Tuesday,6,135,11,3.0,Sí,1.0,No
TXN000254,CUST000248,34,M,Saltillo,Ropa,Pantalones,769.69,2,1286.92,16.4,Tarjeta,2024-03-08,12,Friday,3,0,7,4.0,No,1.2,No
TXN000255,CUST000631,30,M,Cuernavaca,Ropa,Pantalones,355.45,2,710.9,0.0,Tarjeta,2024-05-07,12,Tuesday,5,143,14,3.5,No,1.1,No
TXN000256,CUST000782,46,F,León,Libros,Técnicos,706.76,1,706.76,0.0,Tarjeta,2024-09-12,23,Thursday,9,109,10,3.8,Sí,1.3,No
TXN000257,CUST000403,42,F,Veracruz,Libros,No ficción,389.81,3,837.31,28.4,Transferencia,2024-08-22,17,Thursday,8,115,3,5.0,Sí,1.2,No
TXN000258,CUST000507,52,M,Oaxaca,Libros,Infantiles,173.63,3,478.7,8.1,PayPal,2024-11-30,22,Saturday,11,71,4,4.4,No,1.0,No
TXN000259,CUST000271,29,F,Mexicali,Hogar,Limpieza,985.88,3,2348.37,20.6,Tarjeta,2024-07-25,19,Thursday,7,0,3,5.0,No,0.9,No
TXN000260,CUST000200,47,M,Mexicali,Libros,Académicos,409.95,1,362.81,11.5,PayPal,2024-10-10,3,Thursday,10,134,10,3.6,No,1.1,No
TXN000261,CUST000287,52,M,Oaxaca,Ropa,Accesorios,1071.75,2,1927.01,10.1,Tarjeta,2024-12-14,15,Saturday,12,0,4,2.9,No,1.1,Sí
TXN000262,CUST000348,32,M,Cancún,Deportes,Fútbol,1533.56,4,5410.4,11.8,PayPal,2024-07-06,9,Saturday,7,0,11,3.9,No,1.0,No
TXN000263,CUST000042,49,M,Guadalajara,Libros,No ficción,149.8,4,599.2,0.0,PayPal,2024-01-20,12,Saturday,1,50,4,5.0,No,0.9,No
TXN000264,CUST000153,30,M,Oaxaca,Deportes,Fútbol,638.26,3,1914.78,0.0,Tarjeta,2024-09-20,14,Friday,9,0,12,3.6,No,0.9,No
TXN000265,CUST000403,18,M,Oaxaca,Electrónicos,Smartwatches,1450.32,6,8701.92,0.0,PayPal,2024-06-02,11,Sunday,6,0,6,5.0,No,1.0,Sí
TXN000266,CUST000577,49,M,San Luis Potosí,Electrónicos,Smartphones,3061.54,6,16918.07,7.9,Tarjeta,2024-08-31,11,Saturday,8,0,7,5.0,No,1.0,Sí
TXN000267,CUST000427,47,M,Chihuahua,Electrónicos,Smartphones,4109.47,1,4109.47,0.0,PayPal,2024-06-06,7,Thursday,6,0,4,4.6,No,1.0,Sí
TXN000268,CUST000795,18,F,Chihuahua,Libros,Técnicos,289.1,6,1734.6,0.0,PayPal,2024-10-25,16,Friday,10,0,11,3.8,No,1.1,Sí
TXN000269,CUST000635,42,F,Aguascalientes,Hogar,Cocina,748.51,3,1708.85,23.9,Tarjeta,2024-03-16,13,Saturday,3,0,14,3.1,Sí,1.2,No
TXN000270,CUST000020,37,Other,Saltillo,Ropa,Zapatos,372.24,3,993.88,11.0,Tarjeta,2024-06-09,21,Sunday,6,122,11,2.7,No,0.8,No
TXN000271,CUST000483,54,M,Guadalajara,Deportes,Fútbol,930.3,4,3721.2,0.0,Tarjeta,2024-12-27,11,Friday,12,0,5,3.4,No,0.8,No
TXN000272,CUST000679,21,F,Villahermosa,Electrónicos,Tablets,685.15,3,2055.45,0.0,Transferencia,2024-09-26,15,Thursday,9,0,3,4.4,No,1.1,No
TXN000273,CUST000546,18,M,Mérida,Electrónicos,Audífonos,2188.18,2,4376.36,0.0,PayPal,2024-10-06,13,Sunday,10,0,3,4.3,No,1.1,Sí
TXN000274,CUST000286,40,M,Cancún,Belleza,Maquillaje,152.9,3,458.7,0.0,PayPal,2024-06-01,21,Saturday,6,108,15,3.8,No,1.0,No
TXN000275,CUST000213,51,F,Villahermosa,Electrónicos,Smartwatches,4174.66,3,12523.98,0.0,Efectivo,2024-06-11,15,Tuesday,6,0,8,4.1,No,1.0,No
TXN000276,CUST000295,19,M,Puebla,Electrónicos,Tablets,3936.1,6,23616.6,0.0,PayPal,2024-10-20,22,Sunday,10,0,5,4.0,No,1.1,Sí
TXN000277,CUST000792,18,F,Tijuana,Ropa,Vestidos,250.42,2,500.84,0.0,Tarjeta,2024-05-31,13,Friday,5,102,14,4.0,No,1.1,Sí
TXN000278,CUST000207,28,M,Cancún,Electrónicos,Smartwatches,2395.21,2,4790.42,0.0,PayPal,2024-05-18,6,Saturday,5,0,3,4.3,Sí,1.0,No
TXN000279,CUST000759,47,F,Chihuahua,Belleza,Maquillaje,747.36,1,533.62,28.6,Tarjeta,2024-05-02,20,Thursday,5,137,6,4.6,No,1.2,No
TXN000280,CUST000054,18,M,Puebla,Belleza,Fragancias,165.14,1,129.14,21.8,PayPal,2024-07-30,16,Tuesday,7,87,3,5.0,No,1.0,Sí
TXN000281,CUST000162,18,M,Cuernavaca,Electrónicos,Tablets,1446.34,2,2892.68,0.0,Tarjeta,2024-11-30,7,Saturday,11,0,3,4.7,No,1.4,Sí
TXN000282,CUST000295,42,F,Mérida,Hogar,Decoración,567.64,5,2838.2,0.0,Tarjeta,2024-05-26,12,Sunday,5,0,6,5.0,No,1.0,Sí
TXN000283,CUST000741,27,F,Guadalajara,Ropa,Zapatos,1367.87,2,2735.74,0.0,PayPal,2024-03-30,14,Saturday,3,0,2,5.0,No,1.2,No
TXN000284,CUST000038,36,M,Aguascalientes,Deportes,Fitness,1197.15,3,2812.11,21.7,Tarjeta,2024-09-14,13,Saturday,9,0,12,3.9,No,0.9,Sí
TXN000285,CUST000344,48,F,San Luis Potosí,Ropa,Accesorios,602.99,4,1328.99,44.9,Transferencia,2024-08-20,19,Tuesday,8,0,5,3.3,No,0.8,No
TXN000286,CUST000480,31,M,Querétaro,Ropa,Vestidos,1077.45,3,2343.45,27.5,Tarjeta,2024-04-08,21,Monday,4,0,10,5.0,No,1.3,Sí
TXN000287,CUST000736,24,F,León,Ropa,Vestidos,530.55,5,2652.75,0.0,Transferencia,2024-01-08,19,Monday,1,0,15,3.4,Sí,0.8,No
TXN000288,CUST000626,19,M,Aguascalientes,Electrónicos,Smartphones,1338.78,1,1203.56,10.1,PayPal,2024-08-06,9,Tuesday,8,0,2,5.0,No,1.0,Sí
TXN000289,CUST000144,26,M,Villahermosa,Libros,No ficción,689.36,3,1673.08,19.1,PayPal,2024-06-14,17,Friday,6,0,9,3.9,No,1.0,No
TXN000290,CUST000772,23,F,Querétaro,Electrónicos,Smartwatches,1520.6,3,3033.6,33.5,Tarjeta,2024-06-17,19,Monday,6,0,7,5.0,No,1.0,No
TXN000291,CUST000242,18,Other,Guadalajara,Hogar,Decoración,1818.9,2,3637.8,0.0,Transferencia,2024-12-07,17,Saturday,12,0,2,4.6,No,1.0,Sí
TXN000292,CUST000515,18,F,San Luis Potosí,Electrónicos,Smartphones,3408.54,4,13634.16,0.0,Transferencia,2024-12-19,19,Thursday,12,0,4,4.4,No,1.6,No
TXN000293,CUST000227,30,F,Torreón,Ropa,Zapatos,234.88,7,1445.22,12.1,Efectivo,2024-03-09,17,Saturday,3,0,14,3.9,No,1.2,Sí
TXN000294,CUST000383,21,F,Cuernavaca,Hogar,Muebles,640.71,6,3844.26,0.0,Tarjeta,2024-12-25,21,Wednesday,12,0,15,4.5,No,1.0,Sí
TXN000295,CUST000681,47,F,Juárez,Ropa,Accesorios,329.43,2,658.86,0.0,PayPal,2024-05-06,20,Monday,5,80,11,4.0,No,1.1,No
TXN000296,CUST000721,42,F,Mexicali,Deportes,Natación,889.99,5,4102.85,7.8,Transferencia,2024-02-09,12,Friday,2,0,11,2.8,No,0.9,No
TXN000297,CUST000208,47,M,Chihuahua,Ropa,Accesorios,518.82,4,1680.98,19.0,Tarjeta,2024-10-05,14,Saturday,10,0,13,4.7,No,1.2,No
TXN000298,CUST000598,35,F,Villahermosa,Electrónicos,Smartwatches,3049.38,3,5882.25,35.7,Tarjeta,2024-02-16,16,Friday,2,0,2,5.0,No,0.7,Sí
TXN000299,CUST000526,18,F,Cuernavaca,Ropa,Accesorios,575.95,1,347.3,39.7,Tarjeta,2024-08-21,10,Wednesday,8,129,13,3.5,No,0.8,No
TXN000300,CUST000741,26,M,Ciudad de México,Electrónicos,Laptops,4181.26,4,16725.04,0.0,Efectivo,2024-07-26,4,Friday,7,0,1,5.0,No,1.0,Sí
TXN000301,CUST000718,50,M,Monterrey,Hogar,Decoración,2067.84,6,12407.04,0.0,Efectivo,2024-10-04,14,Friday,10,0,1,4.4,No,1.0,No
TXN000302,CUST000484,23,M,Guadalajara,Ropa,Pantalones,1245.49,2,2490.98,0.0,Tarjeta,2024-05-26,6,Sunday,5,0,4,5.0,No,1.1,No
TXN000303,CUST000392,18,M,Saltillo,Ropa,Zapatos,711.13,1,459.39,35.4,Tarjeta,2024-07-12,11,Friday,7,139,5,4.8,No,0.7,No
TXN000304,CUST000357,30,F,Puebla,Electrónicos,Tablets,676.03,4,2704.12,0.0,Tarjeta,2024-04-01,20,Monday,4,0,7,4.4,No,0.9,No
TXN000305,CUST000004,53,F,Ciudad de México,Belleza,Fragancias,537.83,3,1613.49,0.0,Tarjeta,2024-06-01,17,Saturday,6,0,5,4.4,No,1.0,Sí
TXN000306,CUST000389,35,F,Torreón,Deportes,Fútbol,244.22,1,215.4,11.8,Efectivo,2024-05-06,22,Monday,5,84,3,3.3,No,1.2,No
TXN000307,CUST000430,30,M,Oaxaca,Ropa,Camisetas,191.16,4,764.64,0.0,Efectivo,2024-01-12,8,Friday,1,127,12,3.5,No,0.8,Sí
TXN000308,CUST000050,49,M,Torreón,Hogar,Cocina,757.99,2,1515.98,0.0,Tarjeta,2024-01-23,9,Tuesday,1,0,15,3.7,No,1.1,No
TXN000309,CUST000058,46,F,Tijuana,Libros,Académicos,918.66,1,669.7,27.1,PayPal,2024-09-14,11,Saturday,9,143,8,3.5,No,1.3,No
TXN000310,CUST000792,30,F,Mérida,Electrónicos,Audífonos,1929.36,1,1929.36,0.0,Tarjeta,2024-05-01,13,Wednesday,5,0,7,4.3,No,1.0,Sí
TXN000311,CUST000424,40,M,San Luis Potosí,Belleza,Fragancias,710.62,2,1421.24,0.0,Tarjeta,2024-05-24,21,Friday,5,0,3,4.6,No,1.2,No
TXN000312,CUST000659,50,M,Aguascalientes,Belleza,Cabello,483.37,4,1933.48,0.0,Efectivo,2024-09-25,11,Wednesday,9,0,9,3.7,Sí,1.0,No
TXN000313,CUST000386,28,M,León,Belleza,Fragancias,850.57,6,3822.46,25.1,PayPal,2024-10-02,20,Wednesday,10,0,6,2.7,No,1.0,Sí
TXN000314,CUST000725,33,F,Tijuana,Hogar,Muebles,1547.36,2,3094.72,0.0,PayPal,2024-08-25,19,Sunday,8,0,9,3.8,No,1.1,No
TXN000315,CUST000138,24,F,Aguascalientes,Ropa,Vestidos,417.37,1,245.41,41.2,PayPal,2024-05-04,10,Saturday,5,80,10,1.9,No,1.1,No
TXN000316,CUST000095,37,M,Cancún,Deportes,Natación,1960.87,2,3921.74,0.0,Tarjeta,2024-04-13,21,Saturday,4,0,4,5.0,No,1.2,Sí
